STATUS,TABLE,FIELD,CHECK,CATEGORY,SUBCATEGORY,LEVEL,NOTES,DESCRIPTION,% RECORDS
NOT APPLICABLE,SOURCE_TO_CONCEPT_MAP,VALID_START_DATE,plausibleStartBeforeEnd,Plausibility,Temporal,FIELD,None,The number and percent of records with a value in the VALID_START_DATE field of the SOURCE_TO_CONCEPT_MAP that occurs after the date in the VALID_END_DATE. (Threshold=0%).,0%
PASS,VISIT_DETAIL,VISIT_DETAIL_START_DATE,plausibleStartBeforeEnd,Plausibility,Temporal,FIELD,None,The number and percent of records with a value in the VISIT_DETAIL_START_DATE field of the VISIT_DETAIL that occurs after the date in the VISIT_DETAIL_END_DATE. (Threshold=1%).,0%
PASS,VISIT_DETAIL,VISIT_DETAIL_START_DATETIME,plausibleStartBeforeEnd,Plausibility,Temporal,FIELD,None,The number and percent of records with a value in the VISIT_DETAIL_START_DATETIME field of the VISIT_DETAIL that occurs after the date in the VISIT_DETAIL_END_DATETIME. (Threshold=1%).,0%
PASS,VISIT_OCCURRENCE,VISIT_START_DATE,plausibleStartBeforeEnd,Plausibility,Temporal,FIELD,None,The number and percent of records with a value in the VISIT_START_DATE field of the VISIT_OCCURRENCE that occurs after the date in the VISIT_END_DATE. (Threshold=1%).,0%
PASS,VISIT_OCCURRENCE,VISIT_START_DATETIME,plausibleStartBeforeEnd,Plausibility,Temporal,FIELD,None,The number and percent of records with a value in the VISIT_START_DATETIME field of the VISIT_OCCURRENCE that occurs after the date in the VISIT_END_DATETIME. (Threshold=1%).,0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 26662 (TESTICULAR HYPOFUNCTION), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 26935 (DISORDER OF ENDOCRINE TESTIS), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 30969 (TESTICULAR HYPERFUNCTION), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 73801 (SCROTAL VARICES), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 74322 (BENIGN NEOPLASM OF SCROTUM), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 78193 (ORCHITIS AND EPIDIDYMITIS), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 79758 (PRIMARY MALIGNANT NEOPLASM OF SCROTUM), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 141917 (BALANITIS XEROTICA OBLITERANS), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 192367 (DYSPLASIA OF CERVIX), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 192676 (CERVICAL INTRAEPITHELIAL NEOPLASIA GRADE 1), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 192683 (UTEROVAGINAL PROLAPSE), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 192854 (INTRAMURAL LEIOMYOMA OF UTERUS), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 192858 (OVARIAN HYPERFUNCTION), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 193254 (DISORDER OF VAGINA), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 193261 (VAGINOSPASM), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 193262 (INFLAMMATORY DISORDER OF PENIS), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 193277 (DELIVERIES BY CESAREAN), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 193437 (NEOPLASM OF UNCERTAIN BEHAVIOR OF FEMALE GENITAL ORGAN), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 193439 (BENIGN NEOPLASM OF BODY OF UTERUS), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 193522 (ACUTE PROSTATITIS), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 193530 (FOLLICULAR CYST OF OVARY), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 193739 (OVARIAN FAILURE), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 193818 (CALCULUS OF PROSTATE), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 194092 (UTERINE PROLAPSE WITHOUT VAGINAL WALL PROLAPSE), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 194286 (MALIGNANT NEOPLASM OF CORPUS UTERI, EXCLUDING ISTHMUS), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 194412 (DYSPLASIA OF VAGINA), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 194420 (ENDOMETRIOSIS OF FALLOPIAN TUBE), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 194611 (CARCINOMA IN SITU OF UTERINE CERVIX), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 194696 (DYSMENORRHEA), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 194871 (TRICHOMONAL VULVOVAGINITIS), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 194997 (PROSTATITIS), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 195009 (LEUKOPLAKIA OF PENIS), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 195012 (INTERMENSTRUAL BLEEDING - IRREGULAR), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 195197 (PRIMARY MALIGNANT NEOPLASM OF VULVA), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 195316 (ATYPICAL ENDOMETRIAL HYPERPLASIA), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 195321 (POSTMENOPAUSAL BLEEDING), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 195483 (PRIMARY MALIGNANT NEOPLASM OF PENIS), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 195500 (BENIGN NEOPLASM OF UTERUS), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 195501 (POLYCYSTIC OVARIES), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 195683 (OPEN WOUND OF PENIS WITHOUT COMPLICATION), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 195769 (SUBMUCOUS LEIOMYOMA OF UTERUS), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 195770 (SUBSEROUS LEIOMYOMA OF UTERUS), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 195793 (NEOPLASM OF UNCERTAIN BEHAVIOR OF UTERUS), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 195867 (NONINFLAMMATORY DISORDER OF THE VAGINA), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 195873 (LEUKORRHEA), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 196048 (PRIMARY MALIGNANT NEOPLASM OF VAGINA), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 196051 (OVERLAPPING MALIGNANT NEOPLASM OF FEMALE GENITAL ORGANS), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 196068 (CARCINOMA IN SITU OF MALE GENITAL ORGAN), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 196157 (INDURATIO PENIS PLASTICA), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 196158 (DISORDER OF PENIS), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 196163 (CERVICITIS AND ENDOCERVICITIS), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 196165 (CERVICAL INTRAEPITHELIAL NEOPLASIA GRADE 2), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 196168 (IRREGULAR PERIODS), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 196359 (PRIMARY MALIGNANT NEOPLASM OF UTERINE CERVIX), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 196364 (BENIGN NEOPLASM OF UTERINE CERVIX), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 196473 (HYPERTROPHY OF UTERUS), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 196734 (DISORDER OF PROSTATE), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 196738 (DISORDER OF MALE GENITAL ORGAN), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 196758 (TUMOR OF BODY OF UTERUS AFFECTING PREGNANCY), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 197032 (HYPERPLASIA OF PROSTATE), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 197039 (MALE GENITAL ORGAN VASCULAR DISEASES), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 197044 (FEMALE INFERTILITY ASSOCIATED WITH ANOVULATION), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 197236 (UTERINE LEIOMYOMA), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 197237 (BENIGN NEOPLASM OF PROSTATE), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 197507 (PRIMARY MALIGNANT NEOPLASM OF MALE GENITAL ORGAN), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 197601 (SPERMATOCELE), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 197605 (INFLAMMATORY DISORDER OF MALE GENITAL ORGAN), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 197606 (FEMALE INFERTILITY OF TUBAL ORIGIN), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 197607 (EXCESSIVE AND FREQUENT MENSTRUATION), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 197609 (CERVICAL, VAGINAL AND VULVAL INFLAMMATORY DISEASES), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 197610 (CYST OF OVARY), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 197938 (UTERINE INERTIA), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 198082 (OVERLAPPING MALIGNANT NEOPLASM OF BODY OF UTERUS), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 198108 (BENIGN NEOPLASM OF FALLOPIAN TUBES AND UTERINE LIGAMENTS), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 198194 (FEMALE GENITAL ORGAN SYMPTOMS), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 198197 (MALE INFERTILITY), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 198198 (POLYP OF VAGINA), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 198202 (CYSTOCELE), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 198212 (SPOTTING PER VAGINA IN PREGNANCY), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 198363 (CANDIDIASIS OF VAGINA), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 198471 (COMPLEX ENDOMETRIAL HYPERPLASIA), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 198483 (STRICTURE OR ATRESIA OF THE VAGINA), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 198803 (BENIGN PROSTATIC HYPERPLASIA), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 198806 (ABSCESS OF PROSTATE), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 199067 (FEMALE PELVIC INFLAMMATORY DISEASE), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 199078 (VAGINAL WALL PROLAPSE), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
